학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명
송원대학교,Songwon University,본교,대학,대학교,사립,29,광주광역시,"광주광역시 남구 송암로 73 (송하동, 송원대학)",,61756,,www.songwon.ac.kr,062-360-5700,062-360-5756,40969,2024,45665,B340014,한국대학교육협의회
수원가톨릭대학교,Suwon Catholic University,본교,대학,대학교,사립,41,경기도,"경기도 화성시 봉담읍 왕림1길 67 (왕림리, 수원가톨릭대학교)",,18332,,www.suwoncatholic.ac.kr,031-290-8821,031-290-8899,30743,2024,45665,B340014,한국대학교육협의회
수원대학교,The University Of Suwon,본교,대학,대학교,사립,41,경기도,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교)",,18323,,www.suwon.ac.kr,031-220-2114,02-745-8545,29946,2024,45665,B340014,한국대학교육협의회
숙명여자대학교,Sookmyung Women’S University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 용산구 청파로47길 90 (청파동2가, 숙명여자대학교)",,04310,,www.sookmyung.ac.kr/,02-710-9114,02-2077-7481,14235,2024,45665,B340014,한국대학교육협의회
순복음총회신학교,Korea Christian College,본교,대학,각종학교(대학),사립,43,충청북도,충청북도 제천시 덕산면 도전로 320 (도전리),,27223,,www.kcc.ac.kr,043-645-5571,043-642-4530,40245,2024,45665,B340014,한국대학교육협의회
순천향대학교,Soonchunhyang University,본교,대학,대학교,사립,44,충청남도,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",,31538,,www.sch.ac.kr/,041-530-1114,041-542-4615,28550,2024,45665,B340014,한국대학교육협의회
숭실대학교,Soongsil University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",,06978,,www.ssu.ac.kr,02-820-0114,02-828-7143,1897-10-10,2024,45665,B340014,한국대학교육협의회
신경주대학교,SinGyeongju University,본교,대학,대학교,사립,47,경상북도,"경상북도 경주시 태종로 188 (효현동, 경주대학교)",,38065,,www.gju.ac.kr,054-770-5114,054-748-2784,32123,2024,45665,B340014,한국대학교육협의회
신라대학교,Silla University,본교,대학,대학교,사립,26,부산광역시,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교)",,46958,,www.silla.ac.kr,051-999-5000,051-999-5800,25564,2024,45665,B340014,한국대학교육협의회
신한대학교,Shinhan Unvirsity,본교,대학,대학교,사립,41,경기도,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교)",,11340,,www.shinhan.ac.kr/,031-870-2900,031-870-2939,41699,2024,45665,B340014,한국대학교육협의회
신한대학교,Shinhan University,제2캠퍼,대학,대학교,사립,41,경기도,"경기도 의정부시 호암로 95 (호원동, 신한대학교)",,11644,,www.shinhan.ac.kr/,031-870-3114,031-870-3327,41699,2024,45665,B340014,한국대학교육협의회
아신대학교,ACTS University,본교,대학,대학교,사립,41,경기도,경기도 양평군 옥천면 경강로 1276,,12508,,www.acts.ac.kr,031-770-7700,031-772-5479,29946,2024,45665,B340014,한국대학교육협의회
아주대학교,Ajou University,본교,대학,대학교,사립,41,경기도,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교)",,16499,,www.ajou.ac.kr,031-219-2114,031-213-5158,26738,2024,45665,B340014,한국대학교육협의회
안양대학교,Anyang University,본교,대학,대학교,사립,41,경기도,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교)",,14028,,www.anyang.ac.kr/main/index.do,031-467-0700,031-467-0778,17793,2024,45665,B340014,한국대학교육협의회
안양대학교,Anyang University,제2캠퍼,대학,대학교,사립,28,인천광역시,"인천광역시 강화군 불은면 중앙로 602-14 (삼성리, 안양대학교강화캠퍼스)",,23038,,www.anyang.ac.kr/main/index.do,032-930-6000,032-930-6215,17793,2024,45665,B340014,한국대학교육협의회
연세대학교,Yonsei University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교)",,03722,,www.yonsei.ac.kr,1599-1885,02-2123-8608,20825,2024,45665,B340014,한국대학교육협의회
연세대학교(미래),Yonsei University MIRAE Campus,분교,대학,대학교,사립,51,강원특별자치도,강원특별자치도 원주시 흥업면 연세대길 1,,26493,,www.yonsei.ac.kr/wj,033-760-2114,033-762-4332,28487,2024,45665,B340014,한국대학교육협의회
영남대학교,Yeungnam University,본교,대학,대학교,사립,47,경상북도,"경상북도 경산시 대학로 280 (대동, 영남대학교)",,38541,,www.yu.ac.kr,053-810-2114,053-810-2016,24828,2024,45665,B340014,한국대학교육협의회
영남신학대학교,Youngnam Theological University & Seminary,본교,대학,대학교,사립,47,경상북도,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교)",,38451,,www.ytus.ac.kr,053-850-0500,053-852-9815,34320,2024,45665,B340014,한국대학교육협의회
영산대학교(양산),Youngsan University,제2캠퍼,대학,대학교,사립,48,경상남도,경상남도 양산시 주남로 288 (주남동),,50510,,www.ysu.ac.kr,055-380-9114,055-366-4374,,2024,45665,B340014,한국대학교육협의회
영산대학교(해운대),Youngsan University,본교,대학,대학교,사립,26,부산광역시,부산광역시 해운대구 반송순환로 142 (반송동),,48015,,www.ysu.ac.kr,051-540-7000,051-543-9347,,2024,45665,B340014,한국대학교육협의회
영산선학대학교,Youngsan University Of Seon Studies,본교,대학,대학교,사립,46,전라남도,전라남도 영광군 백수읍 성지로 1357 (길용리),,57026,,www.youngsan.ac.kr,061-350-6015,061-350-6040,35492,2024,45665,B340014,한국대학교육협의회
예수대학교,Jesus University,본교,대학,대학교,사립,52,전북특별자치도,"전북특별자치도 전주시 완산구 서원로 383 (중화산동1가, 예수대학교)",,54989,,www.jesus.ac.kr,063-230-7700,063-286-2216,37681,2024,45665,B340014,한국대학교육협의회
예원예술대학교,Yewon Arts University,본교,대학,대학교,사립,52,전북특별자치도,"전북특별자치도 임실군 신평면 창인로 117 (창인리, 예원예술학교)",,55913,,www.yewon.ac.kr,063-640-7114,063-640-7773,36587,2024,45665,B340014,한국대학교육협의회
예원예술대학교,Yewon Arts University,제2캠퍼,대학,대학교,사립,41,경기도,경기도 양주시 은현면 예원대학로 56,,11429,,www.yewon.ac.kr,031-869-0526,031-859-8114,41699,2024,45665,B340014,한국대학교육협의회
용인대학교,Yong In University,본교,대학,대학교,사립,41,경기도,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교)",,17092,,www.yongin.ac.kr,031-8020-3114,031-332-6479,19525,2024,45665,B340014,한국대학교육협의회
우석대학교,Woosuk University,본교,대학,대학교,사립,52,전북특별자치도,"전북특별자치도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교)",,55338,,www.woosuk.ac.kr,063-290-1114,063-290-1044,28985,2024,45665,B340014,한국대학교육협의회
우송대학교,Woosong University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학)",,34606,,www.wsu.ac.kr,042-630-9600,042-631-2346,34759,2024,45665,B340014,한국대학교육협의회
우송대학교(산업대),Woosong University,본교,대학,산업대학,사립,30,대전광역시,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학)",,34606,,www.wsu.ac.kr,042-630-9652,042-631-2346,34759,2024,45665,B340014,한국대학교육협의회
울산과학기술원,Ulsan National Institute of Science and Technology,본교,대학,대학교,특별법법,31,울산광역시,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술원)",,44919,,www.unist.ac.kr,052-217-0114,052-217-1319,39874,2024,45665,B340014,한국대학교육협의회
울산대학교,University Of Ulsan,본교,대학,대학교,사립,31,울산광역시,"울산광역시 남구 대학로 93 (무거동, 울산대학교)",,44610,,www.ulsan.ac.kr,052-277-3101,052-277-1534,25643,2024,45665,B340014,한국대학교육협의회
원광대학교,Wonkwang University,본교,대학,대학교,사립,52,전북특별자치도,"전북특별자치도 익산시 익산대로 460 (신동, 원광대학교)",,54538,,www.wku.ac.kr,063-850-5114,063-850-6666,18876,2024,45665,B340014,한국대학교육협의회
위덕대학교,Uiduk University,본교,대학,대학교,사립,47,경상북도,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교)",,38004,,www.uu.ac.kr,054-760-1096,054-760-1059,35049,2024,45665,B340014,한국대학교육협의회
유원대학교,U1 University,본교,대학,대학교,사립,43,충청북도,충청북도 영동군 영동읍 대학로 310,,29131,,www.U1.ac.kr,043-740-1114,043-740-1029,34320,2024,45665,B340014,한국대학교육협의회
을지대학교,Eulji University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교대전캠퍼스)",,34824,,www.eulji.ac.kr,1899-0001,042-259-1539,24552,2024,45665,B340014,한국대학교육협의회
을지대학교,Eulji University,제2캠퍼,대학,대학교,사립,41,경기도,"경기도 성남시 수정구 산성대로 553 (양지동, 을지대학교)",,13135,,www.eulji.ac.kr,031-740-7424,031-740-7469,24552,2024,45665,B340014,한국대학교육협의회
을지대학교,Eulji University,제3캠퍼,대학,대학교,사립,41,경기도,경기도 의정부시 동일로 712 (금오동),,11759,,www.eulji.ac.kr,031-951-3611,031-951-3912,43160,2024,45665,B340014,한국대학교육협의회
이화여자대학교,Ewha Womans University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교)",,03760,,www.ewha.ac.kr,02-3277-2114,02-3277-3301,17029,2024,45665,B340014,한국대학교육협의회
인제대학교,Inje University,본교,대학,대학교,사립,48,경상남도,"경상남도 김해시 인제로 197 (어방동, 인제대학교)",,50834,,www.inje.ac.kr,055-334-7111,055-334-0712,28867,2024,45665,B340014,한국대학교육협의회
인제대학교,Inje University,제2캠퍼,대학,대학교,사립,26,부산광역시,"부산광역시 부산진구 복지로 75 (개금동, 백병원)",,47392,,www.inje.ac.kr,051-894-3421,051-895-1864,28867,2024,45665,B340014,한국대학교육협의회
인천가톨릭대학교,Incheon Catholic University,본교,대학,대학교,사립,28,인천광역시,"인천광역시 강화군 양도면 고려왕릉로 53-1 (도장리, 인천가톨릭대학교)",,23058,,www.iccu.ac.kr,032-930-8000,032-937-8118,35125,2024,45665,B340014,한국대학교육협의회
인천가톨릭대학교,Incheon Catholic University,제2캠퍼,대학,대학교,사립,28,인천광역시,인천광역시 연수구 송도문화로120번길 20 (송도동),,21987,,www.iccu.ac.kr,032-830-7000,032-830-7025,40238,2024,45665,B340014,한국대학교육협의회
인천대학교,Incheon National University,본교,대학,대학교,국립대법,28,인천광역시,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교)",,22012,,www.inu.ac.kr/,032-835-8114,032-835-0713,28926,2024,45665,B340014,한국대학교육협의회
인하대학교,Inha University,본교,대학,대학교,사립,28,인천광역시,인천광역시 미추홀구 인하로 100(용현동),,22212,,www.inha.ac.kr,032-860-7114,032-863-1333,19838,2024,45665,B340014,한국대학교육협의회
장로회신학대학교,Presbyterian University & Theological Seminary,본교,대학,대학교,사립,11,서울특별시,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교)",,04965,,www.puts.ac.kr,02-450-0700,02-452-3460,22314,2024,45665,B340014,한국대학교육협의회
전남대학교,Chonnam National University,본교,대학,대학교,국립,29,광주광역시,"광주광역시 북구 용봉로 45 (용봉동, 전남대학교)",,61186,,www.chonnam.ac.kr,062-530-5114,062-530-1189,18907,2024,45665,B340014,한국대학교육협의회
전남대학교,Chonnam National University,제2캠퍼,대학,대학교,국립,46,전라남도,"전라남도 여수시 대학로 50 (둔덕동, 전남대학교여수캠퍼스)",,59626,,www.chonnam.ac.kr,061-659-6114,061-659-7003,38777,2024,45665,B340014,한국대학교육협의회
전북대학교,Jeonbuk National University,본교,대학,대학교,국립,52,전북특별자치도,"전북특별자치도 전주시 덕진구 백제대로 567 (금암동, 전북대학교)",,54896,,www.jbnu.ac.kr,063-270-2114,063-276-0429,18907,2024,45665,B340014,한국대학교육협의회
전주교육대학교,Jeonju National University Of Education,본교,대학,교육대학,국립,52,전북특별자치도,전북특별자치도 전주시 완산구 서학로 50 (동서학동),,55101,,www.jnue.kr,063-281-7114,063-281-0102,23071,2024,45665,B340014,한국대학교육협의회
전주대학교,Jeonju University,본교,대학,대학교,사립,52,전북특별자치도,"전북특별자치도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교)",,55069,,www.jj.ac.kr,1577-7177,063-220-2072,19484,2024,45665,B340014,한국대학교육협의회
정석대학,Jungseok Institute Of Technology,본교,대학,기술대학,사립,11,서울특별시,서울특별시 강서구 오정로 576 (공항동),,07505,,,02-2660-5392,02-2660-5394,36586,2024,45665,B340014,한국대학교육협의회
제주국제대학교,Jejuinternationaluniversity,본교,대학,대학교,사립,50,제주특별자치도,제주특별자치도 제주시 516로 2870 (영평동),,63309,,www.jeju.ac.kr,064-754-0215,064-702-8330,40969,2024,45665,B340014,한국대학교육협의회
제주대학교,Jeju National University,본교,대학,대학교,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,www.jejunu.ac.kr,064-754-2114,064-755-8562,19141,2024,45665,B340014,한국대학교육협의회
조선대학교,Chosun University,본교,대학,대학교,사립,29,광주광역시,광주광역시 동구 조선대길 146(서석동),,61452,,www.chosun.ac.kr,062-230-7114,062-232-8834,17074,2024,45665,B340014,한국대학교육협의회
중부대학교,Joongbu University,본교,대학,대학교,사립,44,충청남도,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",,32713,,www.joongbu.ac.kr,041-750-6500,041-750-6060,34029,2024,45665,B340014,한국대학교육협의회
중앙대학교,Chung-Ang University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,06974,,www.cau.ac.kr,02-820-5114,02-812-5384,6666,2024,45665,B340014,한국대학교육협의회
중앙대학교,Chung-Ang University,제2캠퍼,대학,대학교,사립,41,경기도,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)",,17546,,www.cau.ac.kr,031-670-3114,031-675-1390,6666,2024,45665,B340014,한국대학교육협의회
중앙승가대학교,Joong-Ang Sangha University,본교,대학,대학교,사립,41,경기도,경기도 김포시 승가로 123 (풍무동),,10118,,admission.sangha.ac.kr,031-980-7709,031-980-7778,28932,2024,45665,B340014,한국대학교육협의회
중원대학교,Jungwon University,본교,대학,대학교,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,39874,2024,45665,B340014,한국대학교육협의회
진주교육대학교,Chinju National Uinversity Of Education,본교,대학,교육대학,국립,48,경상남도,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)",,52673,,www.cue.ac.kr,055-740-1114,055-745-8741,23012,2024,45665,B340014,한국대학교육협의회
진주산업대학교(산업대),Jinju National University,본교,대학,산업대학,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,3773,2024,45665,B340014,한국대학교육협의회
차의과학대학교,CHA University,본교,대학,대학교,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,www.cha.ac.kr,1899-2010,031-543-2716,35410,2024,45665,B340014,한국대학교육협의회
창신대학교,Changshin University,본교,대학,대학교,사립,48,경상남도,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학)",,51352,,www.cs.ac.kr,055-250-3001,055-297-5181,41337,2024,45665,B340014,한국대학교육협의회
청운대학교,Chungwoon University,본교,대학,산업대학,사립,44,충청남도,"충청남도 홍성군 홍성읍 대학길 25 (남장리, 청운대학교)",,32244,,www.chungwoon.ac.kr,041-630-3114,041-634-8700,34671,2024,45665,B340014,한국대학교육협의회
청주교육대학교,Chongjunationaluniversityofeducation,본교,대학,교육대학,국립,43,충청북도,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교)",,28690,,www.cje.ac.kr,043-299-0632,043-299-0797,22694,2024,45665,B340014,한국대학교육협의회
청주대학교,Cheongju University,본교,대학,대학교,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,www.cju.ac.kr,043-229-8114,043-229-8110,17324,2024,45665,B340014,한국대학교육협의회
초당대학교,Chodang University,본교,대학,대학교,사립,46,전라남도,"전라남도 무안군 무안읍 무안로 380 (성남리, 초당대학교)",,58530,,www.cdu.ac.kr,061-450-1036,061-450-1039,34400,2024,45665,B340014,한국대학교육협의회
총신대학교,Chongshin University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 동작구 사당로 143 (사당동, 총신대학교)",,06988,,www.chongshin.ac.kr,02-3479-0200,02-593-6256,24625,2024,45665,B340014,한국대학교육협의회
추계예술대학교,Chugye University For The Arts,본교,대학,대학교,사립,11,서울특별시,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교)",,03762,,www.chugye.ac.kr,02-362-5700,02-362-4555,35410,2024,45665,B340014,한국대학교육협의회
춘천교육대학교,Chuncheon National University Of Education,본교,대학,교육대학,국립,51,강원특별자치도,강원특별자치도 춘천시 공지로 126 (석사동),,24328,,www.cnue.ac.kr,033-260-6000,033-260-6162,14336,2024,45665,B340014,한국대학교육협의회
충남대학교,Chungnam National University,본교,대학,대학교,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,www.cnu.ac.kr,042-821-5114,042-823-5875,19139,2024,45665,B340014,한국대학교육협의회
충북대학교,Chungbuk National University,본교,대학,대학교,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,www.chungbuk.ac.kr,043-261-2114,043-261-3333,18898,2024,45665,B340014,한국대학교육협의회
칼빈대학교,Calvin University,본교,대학,대학교,사립,41,경기도,"경기도 용인시 기흥구 마북로 184 (마북동, 칼빈대학교)",,16911,,www.calvin.ac.kr,031-284-4753,031-284-4588,35492,2024,45665,B340014,한국대학교육협의회
탐라대학교,Tamna University,본교,대학,대학교,사립,50,제주특별자치도,"제주특별자치도 서귀포시 1100로 506-1 (하원동, 탐라대학교)",,63553,,www.tnu.ac.kr,064-754-0215,064-702-8330,35769,2024,45665,B340014,한국대학교육협의회
평택대학교,Pyeongtaek University,본교,대학,대학교,사립,41,경기도,"경기도 평택시 서동대로 3825 (용이동, 평택대학교)",,17869,,www.ptu.ac.kr,031-659-8114,031-659-8011,33205,2024,45665,B340014,한국대학교육협의회
포항공과대학교,Pohang University Of Science And Technology (Postech),본교,대학,대학교,사립,47,경상북도,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",,37673,,www.postech.ac.kr,054-279-0114,054-279-2099,31749,2024,45665,B340014,한국대학교육협의회
한경국립대학교,Hankyong National University,본교,대학,대학교,국립,41,경기도,"경기도 안성시 중앙로 327 (석정동, 한경대학교)",,17579,,www.hknu.ac.kr,031-670-5114,031-670-5469,40969,2024,45665,B340014,한국대학교육협의회
한국공학대학교,Tech University of Korea,본교,대학,대학교,사립,41,경기도,경기도 시흥시 산기대학로 237 (정왕동),,15073,,www.tukorea.ac.kr,031-8041-1000,031-8041-0009,40969,2024,45665,B340014,한국대학교육협의회
한국과학기술원,Korea Advanced Institute of Science and Technology(KAIST),본교,대학,대학교,특별법법,30,대전광역시,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)",,34141,,www.kaist.ac.kr,042-350-2114,042-350-2210,25980,2024,45665,B340014,한국대학교육협의회
한국교원대학교,Korea National University Of Education,본교,대학,대학교,국립,43,충청북도,"충청북도 청주시 흥덕구 강내면 태성탑연로 250 (다락리, 한국교원대학교)",,28173,,www.knue.ac.kr,043-230-3114,043-233-2960,30756,2024,45665,B340014,한국대학교육협의회
한국기술교육대학교,Korea University of Technology and Education,본교,대학,대학교,사립,44,충청남도,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)",,31253,,www.koreatech.ac.kr,041-560-1114,041-561-9504,33544,2024,45665,B340014,한국대학교육협의회
한국성서대학교,Korean Bible University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 노원구 동일로214길 32 (상계동, 한국성서대학교)",,01757,,www.bible.ac.kr,02-950-5424,070-4275-0161,35410,2024,45665,B340014,한국대학교육협의회
한국에너지공과대학교,Korea institute of Energy Technology,본교,대학,대학교,특별법법,46,전라남도,전라남도 나주시 켄텍길 21(빛가람동),,58330,,www.kentech.ac.kr/,061-320-9551,061-320-9709,,2024,45665,B340014,한국대학교육협의회
한국예술종합학교,Korea National University Of Arts,본교,대학,각종학교(대학),특별법국,11,서울특별시,"서울특별시 성북구 화랑로32길 146-37 (석관동, 한국종합예술학교)",,02789,,Karts.ac.kr/,02-746-9067,02-746-9069,33907,2024,45665,B340014,한국대학교육협의회
한국외국어대학교,Hankuk University Of Foreign Studies,본교,대학,대학교,사립,11,서울특별시,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)",,02450,,www.hufs.ac.kr,02-2173-2114,02-960-7898,19834,2024,45665,B340014,한국대학교육협의회
한국전통문화대학교,Korea National University Of Cultural Heritage,본교,대학,대학교,특별법국,44,충청남도,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화대학교)",,33115,,www.knuh.ac.kr,041-830-7114,041-830-7020,36635,2024,45665,B340014,한국대학교육협의회
한국체육대학교,Korea National Sport University,본교,대학,대학교,국립,11,서울특별시,"서울특별시 송파구 양재대로 1239 (방이동, 한국체육대학교)",,05541,,www.knsu.ac.kr/,02-410-6700,02-418-1877,28124,2024,45665,B340014,한국대학교육협의회
한국침례신학대학교,Korea Baptist Theological University/Seminary,본교,대학,대학교,사립,30,대전광역시,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학)",,34098,,www.kbtus.ac.kr,042-828-3114,042-825-1354,27020,2024,45665,B340014,한국대학교육협의회
한국항공대학교,Korea Aerospace University,본교,대학,대학교,사립,41,경기도,"경기도 고양시 덕양구 항공대학로 76 (화전동, 한국항공대학교)",,10540,,www.kau.ac.kr,02-300-0114,02-3158-5769,19161,2024,45665,B340014,한국대학교육협의회
한남대학교,Hannam University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)",,34430,,www.hannam.ac.kr,042-629-7114,042-629-5874,20527,2024,45665,B340014,한국대학교육협의회
한동대학교,Handong Global University,본교,대학,대학교,사립,47,경상북도,"경상북도 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교)",,37554,,www.handong.edu,054-260-1111,054-260-1149,34670,2024,45665,B340014,한국대학교육협의회
한라대학교,Halla University,본교,대학,대학교,사립,51,강원특별자치도,강원특별자치도 원주시 흥업면 한라대길 28,,26404,,www.halla.ac.kr,033-760-1114,033-762-6705,35490,2024,45665,B340014,한국대학교육협의회
한려대학교,Hanlyo University,본교,대학,대학교,사립,46,전라남도,"전라남도 광양시 광양읍 한려대길 94-13 (덕례리, 한려대학교)",,57764,,www.hanlyo.ac.kr,061-760-1111,061-761-6709,40603,2024,45665,B340014,한국대학교육협의회
한림대학교,Hallym University,본교,대학,대학교,사립,51,강원특별자치도,강원특별자치도 춘천시 한림대학길 1 (옥천동),,24252,,www.hallym.ac.kr,033-248-1000,033-248-3333,30011,2024,45665,B340014,한국대학교육협의회
한밭대학교(산업대),Hanbat National University,본교,대학,산업대학,국립,30,대전광역시,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교)",,34158,,www.hanbat.ac.kr,042-821-1114,042-825-5395,10002,2024,45665,B340014,한국대학교육협의회
한북대학교,Hanbuk University,본교,대학,대학교,사립,41,경기도,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교)",,11340,,www.hanbuk.ac.kr,031-860-1300,031-860-1350,37916,2024,45665,B340014,한국대학교육협의회
한서대학교,Hanseo University,본교,대학,대학교,사립,44,충청남도,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교)",,31962,,www.hanseo.ac.kr,041-660-1144,041-660-1149,33557,2024,45665,B340014,한국대학교육협의회
한성대학교,Hansung University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 성북구 삼선교로16길 116 (삼선동2가, 한성대학교)",,02876,,www.hansung.ac.kr,02-760-4231,02-745-8943,26654,2024,45665,B340014,한국대학교육협의회
한세대학교,Hansei University,본교,대학,대학교,사립,41,경기도,경기도 군포시 한세로 30 (당정동),,15852,,www.hansei.ac.kr,031-450-5114,031-450-5124,19489,2024,45665,B340014,한국대학교육협의회
한신대학교,Hanshin University,본교,대학,대학교,사립,41,경기도,"경기도 오산시 한신대길 137 (양산동, 한신대학교)",,18101,,www.hs.ac.kr,031-379-0114,031-379-0039,14720,2024,45665,B340014,한국대학교육협의회
한양대학교,Hanyang University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교)",,04763,,www.hanyang.ac.kr,02-2220-0114,02-2220-0199,17715,2024,45665,B340014,한국대학교육협의회
한양대학교(ERICA),Hanyang University Erica Campus,분교,대학,대학교,사립,41,경기도,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교)",,15588,,www.hanyang.ac.kr,031-400-5114,031-406-2809,28865,2024,45665,B340014,한국대학교육협의회
한일장신대학교,Haniluniv.&Presb.Theol.Sem.,본교,대학,대학교,사립,52,전북특별자치도,"전북특별자치도 완주군 상관면 왜목로 726-15 (신리, 한일장신대학교)",,55359,,www.hanil.ac.kr,063-230-5408,063-230-5679,34759,2024,45665,B340014,한국대학교육협의회
한중대학교,Hanzhong University,본교,대학,대학교,사립,51,강원특별자치도,"강원특별자치도 동해시 지양길 200 (지흥동, 한중대학교)",,25800,,www.HANZHONG.ac.kr,033-521-9900,033-521-9407,33572,2024,45665,B340014,한국대학교육협의회
협성대학교,Hyupsunguniversity,본교,대학,대학교,사립,41,경기도,"경기도 화성시 봉담읍 최루백로 72 (상리, 협성대학교)",,18330,,www.uhs.ac.kr,031-299-0900,031-227-3131,30379,2024,45665,B340014,한국대학교육협의회
호남대학교,Honam University,본교,대학,대학교,사립,29,광주광역시,"광주광역시 광산구 호남대길 120 (서봉동, 호남대학본부)",,62399,,www.honam.ac.kr,062-940-5000,062-940-5005,29798,2024,45665,B340014,한국대학교육협의회
호남신학대학교,Honam Theological University & Seminary,본교,대학,대학교,사립,29,광주광역시,"광주광역시 남구 제중로 77 (양림동, 호남신학대학교)",,61642,,www.htus.ac.kr,062-650-1552,062-675-1552,26345,2024,45665,B340014,한국대학교육협의회
호서대학교,Hoseo University,본교,대학,대학교,사립,44,충청남도,"충청남도 아산시 배방읍 호서로79번길 20 (세출리, 호서대학교)",,31499,,www.hoseo.ac.kr,041-540-5114,041-540-5159,29584,2024,45665,B340014,한국대학교육협의회
호원대학교,Howon University,본교,대학,산업대학,사립,52,전북특별자치도,"전북특별자치도 군산시 임피면 호원대3길 64 (월하리, 호원대학교)",,54058,,www.howon.ac.kr,063-450-7114,063-450-7777,28551,2024,45665,B340014,한국대학교육협의회
홍익대학교,Hongik University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교)",,04066,,www.hongik.ac.kr/,02-320-1114,02-320-1122,16917,2024,45665,B340014,한국대학교육협의회
홍익대학교,Hongik University,제2캠퍼,대학,대학교,사립,36,세종특별자치시,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스)",,30016,,www.hongik.ac.kr,044-860-2114,044-860-2238,16917,2024,45665,B340014,한국대학교육협의회
